id,gamespot_id,title,documents
160,371,Afterlife,"Telling People Where to Go is Just the Beginning.
Welcome to Afterlife, the world-building simulation that lets you create the hereafter in the here and now. Possessed of an unearthly sense of humor, it all begins in a god-knows-where galaxy. As a ""regional spiritual director"" your task, given to you by the Powers That Be, is to develop two prime planes of ""unreal estate"" -- heaven and hell -- simultaneously. Keep billions of souls happy by giving them the rewards and punishments they deserve.
The wages of sim are plentiful.
Open up your afterlife with the Pearly Gates of Heaven or the Fiery Gates of Hell, zone for the Seven Deadly Sins and/or their respective Virtues. Then lay down some roads. Soon, the dearly departed arrive in droves. Keep them in your afterlife and you flourish. Lose too many along the way and it may mean a visit from the Four Surfers of the Apoclypso (not a good time).
Factor in a half-dozen or so supernatural disasters (not including total annihilation), money problems and headaches from the planet and you're in for infinite hours of gameplay. Afterlife includes over 200 artistically rendered rewards and punishments, nearly 300 detailed tiles and buildings, more maps, graphs and charts than you can shake a pitchfork at, plus the most sophisticated engine of any sim game beginning with the letter A.::As a semi-omnipotent being, you are responsible for laying out a functional heaven and hell to reward or punish the denizens of a strange planet."
161,374,Agile Warrior F-111X,"This ain't no by-the-books, academy-trained flight sim. This is fast and serious, high speed, high stakes surface-to-air arcade combat action. Strap into the most advanced multi-role fighter craft around-the kind developed by top-secret military design specs with cutting-edge Thrust Vectoring technology-and blast off into a world of sky-ripping, ground-shaking, adrenaline-pumping action battles.::Not-so-exciting gameplay, not-so-absorbing missions, and not-so-hot graphics..."
162,377,Aidyn Chronicles: The First Mage,"Young Alaron is on a quest to discover the truth about himself, his name, and his heritage. Traveling to far and distant lands, pursued by forces he cannot understand, danger lurks around every corner. Alaron and his companions will seek to fulfill his destiny as the greatest mage ever known!::The developers fared well in bringing some role-playing game conventions into the third dimension, but they weren't as successful with others."
163,378,AirForce Delta,"Ever been screaming along at Mach 2 and ordered to drop 6,000 pounds of bombs on a target no bigger than a Yugo? Or get that feeling of multiple bogeys closing in on your tail for a lock-on to blow you out of the sky? You've been contracted by a mercenary group to fuel-up, strap-in and snuff out the enemy. And to sweeten the pot in this &quot;The more you take out, the more you take home&quot; deal, you can upgrade your ride, choosing from over 30 different aircraft to get the job done. You in? Then get ready to grab some serious air!::If you're interested in pulling some Tom Cruise-like maneuvers without any Kelly McGillis-style subplot, Air Force Delta will satisfy."
164,384,Akuji the Heartless,"Akuji is the adventure game that delivers you the violent and sensual world of voodoo. Fast paced and action packed, this is a game where you must sacrifice your enemies to fuel your voodoo powers as you fight your way through hordes of enemies driven by extremely advanced artificial intelligence. It is a game that could convert Tomb Raider fans with a hankering for a darker story.::It's over a little too quickly to recommend Akuji for purchase, but it's well worth the money and time it'd take to rent it."
165,386,Albert Odyssey: Legend of Eldean,"In a world borne of enchantment, there is only one rule: Expect the impossible. Pike is an orphan raised by harpies. His life in the harpy village has been one of peace and tranquility. However, with a slow, dreadful certainty, an insidious wave of evil is spilling over the land. The ancient truce that unified man and beast, magician and harpy begins to unravel, and the land is overrun by war and unrest. Beasts savagely attack men, men attack harpies, dragons roam the skies, and terror grips all. Without warning, Pike is thrust to the fore of this conflict and must find the source of the evil and return peace to the land in order to save the life of one he holds most dear. Assume the role of Pike as he travels the land, gaining colorful comrades, fighting terrifying battles in true RPG menu-driven combat, and exploring danger-filled dungeons accompanied by moving orchestral music. Gather your wits and set out at once, for the final confrontation that will decide the fate of Pike's world is rushing forth, and the dark evil bound since the days of Albert demands vengeance.::Although there are better RPGs out there, Albert Odyssey delivers where it counts."
166,390,Alien Resurrection,"Ellen Ripley died trying to wipe out the Aliens. Now, 200 years later, scientists have resurrected Ripley - along with the Alien Queen - hoping to create the ultimate weapon. Teamed with a crew of renegade space pirates on a research vessel headed for Earth, they must fight for survival and destroy the Aliens once and for all.::In the space between the final days of the PlayStation and the launch of the PS2, no one can hear you scream."
167,391,Alien Trilogy,"Haunted by memories, you hope there is just some small oversight... some simple communications problem, but you know, deep down, in the back of your mind... THEY'RE BACK!!!... Face huggers, chest bursters, dog aliens, adult aliens, ruthless corporate schills, and... 3 queen aliens!!! Over 30 acid encrusted levels, an arsenal of lethal weapons, and you! All the gut-churning 3D action of the original Alien trilogy in one black-death, white-knuckle nightmare.::Acclaim provides enough firepower for the experienced Marine to show every Alien Queen who's boss."
168,396,All-Star Baseball 99,"With All-Star Baseball '99, development house Iguana (Turok, NFL Quarterback Club '98) extends its sterling rep for putting great graphics on the N64. The high-resolution visual feast includes multiple player shadows during night games, digitized photos of most players and extremely detailed texture maps -- just check out the ivy and row houses at Wrigley! In stadiums with Jumbotrons, the action on the big screen replicates that on the field. The athletes are fully articulated, with nice use of shading that gives them a fully rounded look. Batters are graded on multiple characteristics, including whether they are pull, straightaway or opposite-field (push) hitters. Iguana has stacked the lineup with signature stances for everyone from Roberto Alomar to Sammy Sosa.::ASB '99 is easily one of the best baseball games to come around in quite some time."
169,398,All Star Tennis 99,"All the power, speed and intensity of professional tennis! Compete against professional tennis' top talent: Michael Chang, Mark Philippoussis, Amanda Coetzer, Richard Krajicek, Conchita Martinez, Jonas Bjorkman, Gustavo Kuerten and '98 Wimbledon Champion Jana Novotna. Realistic courts and characters bring tennis to life. Smash overhead shots, crush 140mph serves and dive for cross-court volleys. Up to four players can go head-to-head simultaneously! Multiplayer options in singles, doubles and tournament play!::All Star Tennis 99's good-natured quirkiness is something of an afterthought to its middle-of-the-road gameplay."
170,399,Allied General,"PREPARE TO BE BLOWN TO BITS BY THE NEXT GENERATION OF STRATEGY GAMING!
PANZER GENERAL took the gaming world by storm, prompting Computer Gaming World to call it, ""...such fun that even non-wargamers are likely to find themselves hooked."" Now, prepare to become an ALLIED GENERAL. Vol. II in SSI's premier 5-Star Series has you in its sights -- and this time the battlefield is your PlayStation game console! Play 3 campaign games as an American, British or Soviet General against the German army. Or choose from over 35 scenarios that let you play as either the Allied or Axis side. Watch your forces improve with each victory. Use new troop types such as Finnish ski troops. You may even engage in a little conjecture: several what-if scenarios include Churchill's never-realized invasion of Norway -- Operation Jupiter. With so many choices, your abilities will be tested as never before!
ALLIED GENERAL. The Excellence Continues.::The term ""Armchair General"" was coined for this kind of game."
171,400,All-Star 1997 Featuring Frank Thomas,"A PERFECT GAME

ALL-STAR GRAPHICS
- Twenty-eight 3-D rendered Major League stadiums
- Photo realistic player graphics

ALL-STAR REALISM
- All 30 Major League teams and over 700 players
- 1998 Tampa Bay Devil Rays and Arizona Diamondbacks expansion teams
- Complete statistics in 27 categories by STATS, Inc.
- 1997 Major League Baseball schedule including Interleague Play

ALL-STAR GAMEPLAY
- Each pitcher's arsenal features actual specialty pitches
- Advanced computer A.I. for the ultimate baseball challenge
- Exhibition, Season, Playoffs, All-Star, Batting Practice and Home Run Derby game modes::A feature-heavy game that has adequate play control and graphics."
172,401,All-Star Baseball 2000,"You can learn the basics of baseball in an afternoon, then spend a lifetime mastering its intricacies. All-Star Baseball 2000 isn't quite so daunting, but expect to log lots of time on the Pause screens while you figure it out. Created by Iguana, ASB 2000 has the glossy graphics and excellent sound engineering you'd expect from the team that brought you All-Star Baseball '99, NFL Quarterback Club 99 and Turok 2. ASB 2000 supports hi-res graphics without the Expansion Pak. If you pop in an Expansion Pak, though, you'll witness extra-long replays.::This year, Acclaim and Iguana have continued the tradition by adding new gameplay features and refinements, keeping this year's version in top shape."
173,403,Alone in the Dark: The New Nightmare,"From the moment Edward Carnby and Aline Cedrac set foot on Shadow Island, they are confronted by mysterious, evil creatures intent on thwarting their progress to recover 3 ancient tablets believed to hold the secret key to some incredible menacing phenomenon. Fears threaten from every corner. The slightest shadow could be hiding deep secrets, or concealing worse nightmares...::It's a clumsy port, but what's even more disappointing is that it's a clumsy port of only a middling console game."
174,404,Alone in the Dark: The Trilogy 1+2+3,"Now you can own this classic trilogy, play ""Supernatural Private Eye"" Edward Carnby, solve his three investigations into the macabre, alone... Alone In The Dark.

*Classic arcade/adventure game

*Revolutionary 3-D real-time animation

*3-D characters and objects

* Action is viewed through several unique camera angles

Alone in the Dark

In the first adventure, Carnby is confronted by the many faces of evil in the darkness of Derceto, a house where entering is the easy part and leaving could be hell!

Alone in the Dark 2

Carnby battles against the powers of voodoo in this sequel to save an eight-year-old girl kidnapped by a gang of evil zombie bootleggers dwelling in the aptly-named ""Hell's Kitchen.""

Alone in the Dark 3

In his final quest, Carnby faces the ultimate challenge in Slaughter Gultch, a Western, wilder than you could ever imagine.::This is a great deal for those who've never played the games."
175,405,Alundra,"Plagued by strange visions, the Dreamwalker Alundra is summoned to a troubled village where great evil lies in wait. Explore huge dungeons, find deadly weapons, solve challenging puzzles and fight the cast of foul creatures out to stop you in your tracks. This vast, enthralling adventure will keep you wide awake to the very end.::An addictive, well-rounded game that is balanced, challenging, and, most of all, fun to play."
176,409,Amok,"You've been the hero. Saved more worlds than you can count...

Now it's time to unleash your destructive tendencies and play mercenary in a game guaranteed to plunge you into the depths of hell. Plot a futuristic land-crawler and a high-tech underwater sub through a series of missions based on destroying everything in sight.::If you're looking for yet another mech game and don't care if the game is any good or not, Amok might be right up your alley."
177,410,Anachronox,"Join Sylvester ""Sly"" Boots and Stiletto as they trek across the galaxy and the three dimensions, looking for both a long-dead alien race with the secrets of advanced technology, and the mysterious forces bent on crushing our universe out of existence!

Are they the same beings? Five other characters join them in their quest to uncover the mystery of the Mystech devices, the plot to destroy our existence, and the evil chaos behind it all.::Anachronox is a solid addition to the genre and makes up for some rough spots with a welcome sense of humor and a lot of personality."
178,411,Andretti Racing,"Break the Sound Barrier
&quot;Slap on those driving gloves! Andretti Racings blazing toward the Saturn with superb racing action.&quot; - GAMEPRO Magazine

BLISTERING SPEED
- 2 types of racing - Indy car &amp; Stock car
- 2 player Split-Screen Head-to-Head racing
- 16 Challenging tracks
- 3 driving perspectives
- True 3-D Environment
- Authentic pit stops

PURE ADRENALINE
- Race multiple seasons in one player Career Mode
- Start to finish race coverage with Derek Daly and Bob Jenkins
- Exclusive racing tips from Mario, Michael, and Jeff Andretti


REALISTIC CAR CRASHES AND CAR DAM
Experience the agony of a 240 mph mistake

INDY CAR CIRCUIT
Bury the needle in an Indy car

HEAD-TO-HEAD RACING
Split the screen and go one-on-one

STOCK CAR SERIES
Tradin' paint in a bruising Stock car

AUTHENTIC CAR ADJUSTMENTS
Set up your car for any driving style::You'd think that at 200 mph the scenery would just blow by - instead, the cars seem to move at a light rush-hour crawl."
179,412,Angel Devoid: Face of the Enemy,"You wake up from reconstructive surgery and see your arch enemy's face...staring at you from the mirror. As you stalked the dangerous master criminal, Angel Devoid, you found yourself ensnared in a bizarre accident that left you with the face of the very man you pursued. No longer the hunter, you are now the hunted. And you have but one choice: infiltrate Neo-City, a dark Cybergothic world where death strikes from every shadow. A myriad of lethal, unpredictable characters awaits you... And only the real Angel Devoid would know if they're friends or foes. Survival hinges upon your insights, intuition, and reflexes. Will you be able to stay alive long enough to unravel the mystery of your new identity?::What Angel Devoid lacks in acting and scriptwriting it makes up for with dark good looks and sheer, bad attitude."
180,413,Antz,"Z is one of millions of worker ants. So the chances of catching Princess Bala's eye are pretty slim. If he can defeat the evil General Mandible, than may be Z will become a true hero and win the princess's heart in the land of Insectopia.::Antz on the GBC is another platform game that will amuse those who find the genre enjoyable in small scale 8-bit."
181,414,Anvil of Dawn,"In the ultimate fantasy adventure, you are summoned to embark on a noble journey across the world called Tempest. By battle, skill, magic and wits, you must rescue humanity from an evil fate.
Explore a massive, 3D landscape, while solving puzzles, overcoming traps, and enjoying the beauty and scope of the outdoor scenes. Quest through dungeons where 3D walls add realism and creatures all but lunge out at you in attack.
At your disposal are more than 25 spells and magical objects, each drawing upon one of the elemental forces such as fire, water, wind, and lightning. Enjoy a hybrid of turn-based and real-time combat, in which your actions decide the pace of battle.::This title walks the line between the combat and puzzles genres very delicately, and most adventurers will find the game maintains an enjoyable balance throughout."
182,417,Ape Escape,"A boisterous band of baboons carry out a daring zoo escape. It's ape anarchy and it's up to you to stop the chimps before they make chumps out of the human race! Use both analog sticks to operate great gadgets including a Tank, a Remote Control Car, a Stun Club, and a Time Net in your quest to hunt down over 200 apes!::Ape Escape is one of the PlayStation's finest development efforts, one that shouldn't be overlooked because of its silly storyline and title."
183,418,Apocalypse,"APOCALYPSE STARRING BRUCE WILLIS

The end of the world is near. You're Bruce, starring as Trey Kincaid, nano-physicist and sole defender of the world. It's up to you to defeat the Four Horsemen before it's happy trails to us all...

IT'S RAW ACTION
Take control of Bruce Willis, one of the greatest action stars of all time, motion-captured and cyberscanned for the most intense hard-core action ever. Killer cinematics unveil a doomsday plot.

DESTROY IT ALL
Explore multi-level war factories, prisons, sewers and more. Level everything to the ground in 360 degree battle-anywhere environments that echo with explosive sound effects.

LOCK AND LOAD
Brave the dismal future against up to 20 on-screen enemies. Good thing you can don multiple weapons at once like rip lasers, flame-throwers, semi-automatics, and homing missiles.::All in all, the developers really wasted Bruce Willis' talents and missed an opportunity to do something extremely cool."
184,420,Arc the Lad Collection,"Six Disc Collector's Edition!

Includes 5 Game CDs, and 1 Exclusive ""Making of Arc the Lad"" CD!
150+ Page Letherette Hardbound Artbook/Instruction Manual!
Exclusive Thumb Button Covers!
Exclusive Memory Card Holder!
Exclusive Character Mini-Standees!

Built in Save Conversion!

Convert Data from one chapter to the next to unlock secret events and special items!

Arc the Lad I

The first game in the series that really defined what a Strategy/RPG could be introduces players to a magical world teetering on the edge of destruction. Only young Arc posses the power to stop the impending destruction, as he fights his way to unsealing the power of Ark, with help from his friends Kukuru, Poco, Tosh, Gogen, and Iga.

Arc the Lad II and Arc Arena

The second game in the Arc series introduces Elc, a bounty hunter with a tragic past. He must join forces with Arc to stop the minions of the Dark One, whose presence was only hinted in the first game. A vast array of impressive Strategy/RPG innovations are introduced in this chapter, like the job system, weapon melding, and multiple-viewpoint storylines. In another first in U.S. console gaming, players can load Arc the Lad II save data into the innovative Arc Arena CD that is included in this package. Players can then take monsters captured in their individual games and battle it out for prizes in the monster tournament.

Arc the Lad III

Arc the Lad III introduces a new lead character Alec, and ties up all the storylines developed in the first two games in a way that will leave diehard role-playing fans breathless. It also brings the Arc world into a fully-3D polygon environment! Join Alec as he continues Arc's heroic battle to save the world from the black advance of ultimate evil!::The Arc the Lad Collection is ultimately an interesting, varied, and rewarding experience that has a tendency to sometimes get bogged down."
185,421,Arcade Party Pak,"Six arcade favorites appear together for the first time!
720: Skate or Die! Perform radical stunts on your skateboard to gain points and enter special events! Show off your skills with gravity-defying tricks! You could even be the one to pull off the difficult 720!
RAMPAGE: The original crunch, punch and munch game takes a bite out of America! While you watch out for the Army and other players, terrorize cities by bashing buildings, crushing cars and snacking on citizens!
KLAX: It's your brain against Klax in this highly addictive puzzle game! Stack blocks according to color either horizontally, vertically or diagonally. Match tiles to get a Klax and eliminate them, but don't let the blocks reach the top! Get multiple klaxes to increase your points, if you've got the skill!
TOOBIN: Jump in your Toob and ride down the rapids at gut-wrenching speeds! Face some of the most intense courses ever: Earth's rivers, Martian canals, Jurassic swamps and even the River Styx! Keep your eyes open and steer clear of obstacles and enemies before they damage your Toob.
SMASH TV: You're a contestant in the most violent game show on the planet! With futuristic weapons and power-ups, fight against the ever-increasing hordes of enemies. Play alone or team up with a friend in your bid to survive the constant onslaught.
SUPER SPRINT: Frantic racecar action is the name of the game! It's dog-eat-dog in the race for first place. In preparation for the more difficult tracks, use your prize money to upgrade your vehicle with better handling, higher speed or faster acceleration!::The great conversion of Smash TV alone makes this pack worth picking up."
186,422,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,"Blast your way through an asteroid field and destroy enemy ships in Asteroids! Super Breakout tests your eye-hand coordination as you break through walls one brick at a time! Enjoy the non-stop action of a never-ending stream of attacking insect infestation in the classic arcade hit, Centipede! In Tempest, you'll use unlimited firepower to shoot and destroy your enemies in a large geometric battlefield! Missile Command lets you rescue humanity from a nuclear holocaust as enemy missiles, bombers and satellites rain warheads on populated cities and missile bases! It's all-out war as you destroy enemy tanks, guided missiles and alien spacecraft in Battlezone!::The real tragedy is being unable to make the famous ""Tempest Whir."""
187,424,Archimedean Dynasty,"The all consuming darkness has your battle scarred submarine in a vise like grip. As you navigate your sub through enemy waters, the only thing that protects you from a cold and premature death is six inches of solid steel. As if life itself 5700 meters below the ocean's surface was not difficult enough, the threat of impending conflict is about to challenge your very existence...
In the distance a glimmer of light pierces the darkness and shock waves begin to roll your craft. An unknown object is descending upon you. Systems indicate... ""Torpedo!"" Act immediately to avoid destruction. Lock your sights on the incoming torpedo. Release a Ripper Missile. Dive! Dive! Dive!
Your skill has saved you, but will you be as lucky the next time?
Submerge yourself into a world of corrupt conglomerates, fanatical cults and cut-throat pirates. Assume the role of a man who knows no fear, Emerald ""Dead Eye"" Flint, a mercenary whose reputation precedes him.
Your life is in danger and the very future of mankind is at stake!
Have you got what it takes to rise to the challenge of saving what is left of the world below the surface? If so, then be prepared...humanity ends where the deep begins.
Features
- Amazingly fast SVGA 3D vector graphics engine in 65,000 colors
- Over 60 deadly missions to get your heart racing
- Command 4 different ships and equip them from an impressive arsenal of over 30 weapon systems
- Advanced AI puts your tactical fighting skills to the ultimate test when you engage in combat against extremely intelligent and cunning enemies
- Stimulating storyline lets you interact with over 100 characters using an Advanced Dialog System
- Soundtracks which draw you right into the adrenaline-pumping atmosphere and tension of challenging missions
- Underwater motion simulation with drifting and currents to make you feel like you're actually at the helm::Archimedean Dynasty gives computer gaming a good name even when you don't know what the hell is going on."
188,425,Area 51 (1995),"As a soldier in the elite S.T.A.A.R forces, your assignment is to penetrate alien forces at Area 51, and eliminate the threat of the deadly alien infection that has spread throughout the base. The fate of humanity hangs in the balance.::Area 51 is a shooting game starring a soldier from the elite S.T.A.A.R. forces, sent into Area 51 to eliminate a deadly alien infection that has spread throughout the base."
189,428,Armada,"Play simultaneously with up to 4 of your friends to blast the alien hordes in this action-RPG world. Use the VMU to store information about your newly acquired technology and skills. Invite your friends to bring their ships to come fight in your game, or just to trade items that you have found.::While Armada isn't for everyone, it is unique, fun, and original."
190,433,Armored Core,"Join ranks with the mercenary-for-hire organization, Raven's Nest, and blaze a trail through 46 action-packed missions. You'll have access to over 100 parts that provide thousands of different design possibilities for your Armored Core machine.::The perfect halfway mark between Virtual On and MechWarrior 2."
191,434,Armored Core 2,"The sequel to Armored Core takes the action to Mars where the Ravens battle for their corporations. In Armored Core 2, you'll enter new battle arenas and challenge more than 45 menacing Armored Core units. Customize your AC unit's 200 parts, including interior equipment and extension packs, and use over-boost propulsion to generate lightning speed. One or two players can go head-to-head in split-screen battles using more than 200 customizable parts that feature interior equipment and extension packs.::Thanks to a few errant gameplay quirks, Armored Core 2 doesn't quite reach console mech perfection."
192,435,Armored Core: Master of Arena,"THE MASTER IS BACK
So Arm Your ACs for Awesome Action!
NEW & DEADLY
-Over 180 AC Parts-- 27 Brand New
-Battle 150+ of the Nastiest Ravens Ever
-22 Battle Stages-- 10 Brand New
-19 Detailed Missions of Total Annihilation
-10 All-New Fighting Arenas
DEEP ACTION
-2 Discs = Massive Gameplay
-Complete Successful Missions To Earn Credits & Upgrade Equipment
-Use ALL Your Old Lethal Armored Core Creations
CLASSIC STANDARDS
-Customize ACs Using Hundreds of Thousands of Different Weapon & Armor Combinations
-2-Player Combat With Split-Screen & Link Cable Play
-Attack Enemies Using Lightning Speed & Killer Weapons
-Awesome RUN, SLIDE & FLY Maneuvers::Armored Core: Master of Arena is really only recommended to die-hard fans of the line."
193,436,Armored Core: Project Phantasma,How does your best AC creation stack up? Find out when you challenge 49 of the deadliest ravens around. 13 different arenas let you choose where the battles take place. New parts expand the variety of AC combinations. Transform saved data from the first game to further increase your AC's destructive potential. Experience intense 2-player AC combat in split screen mode by by using a link cable. Blast your way though 17brand new missions. Beef up your AC using the credits and parts gained from completing missions.::The closest thing to an add-on pack the PlayStation has ever seen.
194,440,Armorines: Project S.W.A.R.M.,"You're an Armorine. The few. The proud. The bloodthirsty. Wearing a futuristic battle suit and packing a devastating arsenal, you've got 120 hours to stop an all out alien bug invasion of Earth. Or die trying. With state-of-the-art graphics, raging multiplayer action and hordes and hordes of ravenous, giant bugs, the story features an alien race fighting for survival, that discovers a small green and blue planet in a distant galaxy. Undetected by humans, they land on Earth and build complex underground systems that house their alien kind. Living and breeding under the Earth the alien insect life forms develop and expand their insect communities. Only too late, Earth's military forces detect the threat. They quickly mobilise a secret, experimental and untested battle suit to defend Earth against the gigantic insect invaders. Now all they need is someone brave enough to take the mission. They need you. Join the Armorines or join the collection. Armorines features enhanced Turok 2 technology, 3D shooter with movie-like atmosphere, split screen Cooperative Quest Mode for two players simultaneously, masses of amazingly intelligent enemies with individual behaviours and abilities, several huge and different environments from Earth through Space and multiplayer four player mode.::There are so many problems with Armorines on the PlayStation that to discuss them all would be like flogging a dead horse."
195,441,Army Men,"Whether your game is strategy, sport, sim, or shoot 'em up, Sold Out bring you the biggest games at the lowest price around.
It couldn't be simpler to get to the action straight away! Ever new Sold Out product includes our unique. Now technology™ which installs relevant game files, displays your player guide, and provides comprehensive off-line support. In addition, it is your gateway to a whole host of on-line services such as technical support, hints, and tips.::While the plastic soldier theme might have been better served if it had played up the Toy Story angle a bit more, the end result is fun nonetheless."
196,442,Army Men 3D,"Prepare for combat in an all new 3D world where green and tan plastic soldiers have come to life. You are Sarge, the Green Army sergeant, who's a shoot first, ask questions later kind of soldier. Whether you're dodging bazooka shots, melting attacking infantry with your flamethrower, or sneaking behind enemy lines on special missions, you must do whatever it takes to bring down the evil Tan Army.::With some major spit and polish, plus several more months of development time, Army Men 3D could've turned out a lot better."
197,445,Army Men: Air Attack,"Pilot one of four helicopters through the treacherous terrain of the backyard, picnic areas, and nearby beaches. Engage in Air-to-Air and Air-to-Ground combat with enemies ranging from battleships to butterflies. Utilize the unique abilities of each airship to capture giant Teddy Bears, blow up sand castles, and save Sarge from being melted by kids with a magnifying glass.::While it may not completely wash away the bad taste left by Army Men 3D and Army Men: Sarge's Heroes, Army Men: Air Attack is a fun little mission-based shooter that is worth checking out."
198,446,Army Men: Sarge's Heroes,"As Sarge, you must rescue your trusted commandos from the clutches of the evil general plastero. Enjoy tense commando action in oe of 14 different missions as sarge rolls, dives and climbs through dangerous enemy environments. Good Luck, Soldier!::The Dreamcast version of Army Men Sarge's Heroes is an engaging, albeit dated entry into the 3D action combat genre."
199,448,Army Men: World War,"The Green and Tan Nations have broken off peace talks. There is no choice but to prepare for battle. Only after storming the shores of the enemy homeland pushing through thick jungles, and securing war-torn cities, does the ultimate victory await. Dive back into the trenches!::What you get with Army Men World War is a decent sequel to the original Army Men 3D, but one that's only barely superior."
200,452,Assault: Retribution,"Travelling through 7 mind blowing levels, your mission will take you far from home. Journey to remote outposts of humanity and into hellish uncharted alien worlds. We wouldn't deploy you to the epicenter of an alien infested city without a massive arsenal from which to choose. Multi-phased pulse rifles, devastating shock weapons, magnetic bolt accelerators and many more. Each weapon is designed for maximum destruction!::While the basics may sound playable enough, Assault's problems are almost too many to list in this review."
201,460,Atomic Bomberman,"You are about to embark on a new and exciting journey. One that will fill you with a sense of wonder and discovery. Light and sound will mix like a kaleidoscope to thrill you as never before.
At Interplay, we believe that creating a new experience such as this requires more than just using the latest advances. Technology simply provides us with new tools to invent a product that is bigger, better and more exiting than anything we've ever done before. And the CD-ROM provides us with a larger canvas on which to create our vision.
What makes this title unique is how we have used this new medium to develop an exntertaining product. Our approach is similar to an integrated Hollywood sutdio where we combine the talents of many creative individuals. Writers who put thoughts into words. Artists who give words an image. Musicians who enhance the image with sound. And programmers who magically combine technology with art to make it all a reality.::Atomic Bomberman is one of this year's biggest missed opportunities."
202,462,Auto Destruct,"This Commute is a KILLER

Your family was murdered by a nihilistic cult. Driven by revenge, you join a mysterious underground order to even the score. Your mission: fire up your killer ride, load up on devastating weapons, and drive the cultists out of town.

Features

Mission-based car combat with 25 action-packed levels.

Challenging varied objectives: search and destroy, missiles, plasma cannons, smokescreens, oil slicks, and more!

Defend real cities from New York to Tokyo- 3-D environments, pedestrians, and cross traffic.

Multiple camera angles from in-car to full overhead views

Manage fuel, ammo, and armor resources.::Auto Destruct could've been a modernized city-based version of Midway's Spy Hunter, but it ended up as a G Police that got grounded."
203,463,Automobili Lamborghini,"Lay rubber through spectacular landscapes with Titus's Automobili Lamborghini! Six first-class circuits wind though mountains, past waterfalls and under ancient ruins. Great graphics effects, including light flares on your windshield, will take your breath away. But it's the goods under the hood that will have speed freaks salivating.::Automobili Lamborghini strips racing down to its most essential element: speed."
204,466,Azure Dreams,"Take the role of apprentice monster tamer in Azure Dreams, a role playing game like no other. Includes a flexible story system, random tower map generator, exploration, nurturing and management features that enable you to decide the outcome. Enter the Dream now.::With each successive RPG, Konami has gotten bolder and braver."
205,467,Babe and Friends,"Babe stars in his first adventure for PlayStation 2, based on the classic family movies from Universal Pictures! It's a very special day for Babe! The brave little sheep-pig has been invited to take part in a grand tournament, where the best sheep-herders from around the world will compete for ultimate glory. But there's one problem: the tournament is many miles away in the big city! Can you guide Babe and his sheep safely to the big city and win the competition?::While this title isn't going to win any awards, it's a satisfying way to spend some free time."
206,469,Backstreet Billiards,"Shoot your way through the billiard underworld in this authentic pool simulation/adventure. Compete with friends or against computer opponents in a wide selection of pool halls and bars. Top-notch graphics, actual pool physics, and superb gameplay offer a rich and detailed feel. Defeat your opponents to win fame and special items that will make you an even greater pool player. It is going to take a steady hand and a whole lot of practice to master the fine points of this classic game. C'mon in and challenge the smoothest hustlers around!::It's the most complete pool-simulation game around for the PlayStation."
207,472,Baku Baku,"You're the zookeeper in a crazy kingdom. But you'd better watch out - once you dive into the Baku Baku den, there's no turning back... To win, match each animal with its favorite food. Challenge computer characters or go head-to-head in 2-player mode. Beautiful 3D graphics and stunning colors bring puzzling to the next level. Variable game speed lets you go slow-mo or full throttle. Better be clever - surprises await true Baku masters...::Baku Baku captures the addictive qualities of the original Tetris and surpasses it in terms of two-player action."
208,473,Bangai-O,"Join Riki and Mami Makishi as they pilot the most destructive force the universe has ever known -- the giant robot Bangai-O against the forces of a notorious intergalactic crime syndicate. Utilize Bangai-O's devastating firepower to blast your way through 44 levels of non-stop, hardcore arcade action filled with mind-bending puzzles and titanic bosses. Just don't forget to breathe.::Dreamcast owners craving a genuinely compelling gameplay experience would do well to check out Bangai-O."
209,477,Ballblazer Champions,"Fire it up sports fans, it's time to rumble! Part hockey, part racing and part total insanity. BALLBLAZER CHAMPIONS&trade; blasts you into a fiery future where the stakes are high and the competition fierce. So, jump into your rotofoil, grab the burning plasmorb and blaze it into your goal for victory.::Ballblazer Champions has everything that a remake could want."
210,478,Ballistic (1999),"Puzzle Players Unite! Ballistic is the exciting new action puzzle game everyone's been talking about! It's simple to play and offers endless hours of fun. Your goal is to keep the balls from reaching the center gate. rotate the launcher and shoot the balls into a constantly growing sting of balls. Matching three-of-a-kind creates a ""chain reaction"" and makes them disappear. Combine multiple chains for even more points!::Despite the simplistic nature of the game and sheer mediocrity of many of the game elements, Ballistic is still a fairly fun puzzle game with a refreshingly new premise."
211,479,Balloon Kid,"Take to the skies in a balloon to save your younger brother. In the little town of Pencilvania, there lived a brother and sister who loved to play with balloons. Alice and her younger brother Jim would spend countless days filling the skies with their balloons. One day, Jim filled all of his balloons and tied them together to make a beautiful balloon rainbow across the sky. But suddenly, a strong wind came and carried Jim away. As Alice, you must save your brother from peril. Float through eight different stages as you follow Jim's trail of balloons. Collect as many balloons as possible to earn bonuses. Test your piloting skills to avoid enemies, or let go of your balloons to face enemies on the ground. In ""Balloon Trip"" mode, compete for the highest score and move up the ranks. Take a big gulp of courage and give Alice a hand as she searches for her missing brother.::Balloon Kid has players take to the skies in a balloon to save your younger brother."
