id,name,description,deck
747,Dark Angel:  Vampire Apocalypse,"A dark prophecy unfolds in the land of Gothos.    Hordes of vile monsters terrorize innocent villagers. Your are Anna, the Dark angel of retribution. you have one year to defeat the armies of the Shadow Lord.    Collect an arsenal of powerful weapons to banish evil from the land forever.    Do you have what it takes?",Why anyone would make an action RPG without the all-important RPG element is beyond comprehension.
748,Dark Arms,"""I crave power. Power that only the darkest evil can imagine."" Enter the sinister underworld of the Dark Realm! Battle creatures of darkness in your quest for the ultimate bio-weapon. Only then will you be able to conquer the evil and grisly world. Collect multiple weapons to defeat the hideous creatures. Four main areas to explore and complete. Will you be the one to conquer this action/adventure thriller?",Dark Arms is a neat little RPG with gothic overtones.
749,Dark Cloud,"An ancient evil has been unleashed. This Dark Cloud rains destruction on what was once a peaceful and benevolent continent, bringing it to its knees in one fell swoop. Journey on a quest through time to unravel the mysterious tale of the Dark Cloud. Set in a vivid and inviting world, Dark Cloud delivers imaginative, vibrant, and detailed gameplay complemented by a strong character-driven storyline. A new feature, Georama, challenges you to build a customized world then interact with it in real time. As you build the world, life begins to flourish and unveils clues and pieces of the storyline as you progress through the adventure.","Dark Cloud successfully blends adventure, RPG, simulation, and strategy elements into one incredibly addictive game."
752,Dark Rift,"Dark Rift delivers hyper-active 3D fighting with a sci-fi theme! Compete against eight exotic and powerful characters and two very large bosses. Motion captured character animations enhance the realism. The arsenal includes multiple-hit combos, back-crunching grabs, juggles, projectiles, and punishing special moves. Tune into individual character stereo sound tracking. Fight in Tournament, 2-Player or Training modes.",The graphic effects are the only things that save Dark Rift from falling below average.
753,Dark Savior,"Put on your thinking caps and prepare to face fierce enemies! Assume the role of Garian, a sword-wielding warrior in search of his escaped prisoner, Bilan. Discover hidden treasures as you explore amazing 3D environments while navigating through a series of mind-melting puzzles!",Prospective buyers will definitely want to rent this one first to see if they can stomach its inadequacies.
756,Darklight Conflict,"Abducted from your fighter by an alien race, you're enlisted in the ultilmate battle.     The Reptons and Ovons are locked in a deadly duel for supremacy, and you're the Repton's secret weapon. You've been genetically altered, making you one with your Repton craft.     Now you must wage war against the Ovons while trying to find a way home. When an Earth warrior takes on Heaven's best, the outcome can only be... Hellish.",Darklight Conflict presents good space combat with nice visuals.
757,Darkstalkers 3,"When the sun sets and humanity retreats to the imagined safety of their beds, a mysterious entity appears in the night sky to assemble the wicked and the evil. The secret power of the dark is unleashed. Eighteen supernatural creatures of myth and legend now materialize to wage their eternal war for domination of the night. Beware meager mortals, as the Darkstalkers arrive, the fate of all humanity rests on who wins this epic struggle.",It's easily the best fighter Capcom has put out in years.
758,Disney's Darkwing Duck,The kingpins of crime are at it again! The mysterious criminal organization F.O.W.L. has hatched a plan to take control of the peaceful city of St. Canard. Six of their most heinous henchmen are running rampant through the city and only the daring Darkwing Duck can bring them to justice! Join Darkwing as he explores the woods to weed out Bushroot's evil plan. Search the warehouses along the wharf for Mega Volt and pull the plug on an electrifying scheme. Track down all six of FOWL's crafty criminals and then prepare yourself as Darkwing squares off against the sinister Steelbeak in his fiendish floating fortress!,Darkwing Duck is a side-scrolling platformer starring characters from Disney's animated TV show.
759,Dave Mirra Freestyle BMX,"Dial in to progressive freestyle BMX with 10-Time WorlD ChamPion Dave Mirra!  *Ride as 10 top pros: Mirra, Nyquist, Ramsdell, Laird, McMurray, Harkin, Garcia, Butler, Kagy and Tim Mirra.  *Innovative trick modifier lets you create your own riding style with more than 1,300 tricks!  *Spin, grind ans stall your way through 12 free-roaming vert, dirt and street levels.  *10 different multi-player games including Sickest Trick and Gnarliest Crash.  *Killer soundtrack: Sublime, Cypress Hill, Rancid, Social Distortion, Deftones, Pennywise, Dropkick Murphys, 59 Times the Pain, Primer 55 and Swingin' Utters.",The only major flaw in Dave Mirra Freestyle BMX is that the game is a touch on the easy side.
761,Daytona USA Championship Circuit Edition,Daytona USA Championship Circuit Edition drives home the excitement of speedway racing more than ever before! Slick new full-screen graphics and two brand new extra circuits await as you select any one of eight turbo-charged cars to race in. Split-screen 2-player mode and a host of options including ghost car ensure that Daytona USA Championship Circuit Edition will set the pace in the race to the finish line.,"Graphically, Daytona USA CCE blows the original away."
763,Dead in the Water,"LIVE FAST... DIE WET  -13 'Off-the-Hook' characters to choose from.  -9 Blazin' aquatic tracks to tear up.  -3D rendered waves like you've never seen before.  -An arsenal of high powered, high tech customizable weapons and boats-all fully upgradeable.  -Two player split screen or combat cable link.",Fans of vehicular combat games should definitely give Dead in the Water a try.
764,Dead or Alive,"The fighting game  you've been waiting for...Purist fighting for purist fighting fans. No lightening bolts, no magic tricks, no weapons...Your survival is all in your own hands.","Combining fantastic graphics and above-average gameplay, Dead or Alive is a fun and challenging fighting game well worth picking up."
765,Dead or Alive 2,"The world has become a very chaotic and disoriented place ever since the tragic murder of Fame Douglas, the sponsor of the legendary &quot;Dead of Alive 1 World Combat Championship&quot;. We must now rely on you to ensure that the world returns back to a state of peace.",Dead or Alive 2 is the hardest-hitting game in town.
766,DOA2: Hardcore,"The world has become chaotic and disoriented since the tragic murder of Fame Douglas, the sponsor of the legendary Dead or Alive I World Combat Championship. Now it's up to you to ensure that the world returns back to a state of peace. With 12 characters to choose from, your mission is to win the championship and save the world from the Tengu Disaster that will take place at the end of the century. Your ability to battle using various fighting techniques will determine your character's fate.","The pretty graphics make DOA2: Hardcore a good showpiece, and the game has enough options to make it a worthwhile purchase for fight-hungry PS2 owners."
768,Deadlock II: Shrine Wars,"BUILD YOUR EMPIRE UPON THE BODIES OF OTHERS  Deadlock II: Shrine Wars is an exciting game of strategy, resource management and military conquest. Take control of one of seven races as you search for the secret power of an ancient civilization.  NEW FOR DEADLOCK II  - A totally redesigned interface, streamlined for ease of use  - Free Internet play at Deadlock.net  - New classifications of victory conditions for solo and multiplayer play  - Unlimited stacking capability  - 9 New Combat units  - Expanded Sea and Air combat  - 14 new buildings  - 13 new technologies  - 2 new world types  - Sophisticated, new AI to battle against  - Ability to establish Player Alliances  - Colony Assistant to automate tasks",Deadlock II is a perfect game for people who like galactic empire building but don't enjoy managing dozens of planets and star fleets.
769,Deadly Arts,"Walk into the arena, take a bow, and prepare for the most intense combat simulation ever! Over nine controllable fighters are yours to command, complete with an arsenal of face-busting, body-smashing moves. Feel every kick, punch and throw with the RUMBLE PAK feature as you take part in a low down and dirty street fighting tournament!",Don't waste your time or money on this one.
773,Advanced Dungeons & Dragons: DeathKeep,"An evil Necromancer has escaped from his icy prison and is wreaking havoc upon the surrounding lands. Journey to this frozen wasteland and destroy the forces of evil - if you dare. DeathKeep is AD&D dungeon delving the way you like it - fast, furious and fun! Prepare to fight your way through more than 25 eerie dungeons - each with 8 levels within. Explore icy caverns, 3 ominous towers and a fantastic final dungeon! Battle over 30 different monsters. Avoid insidious traps. Solve brain-busting puzzles. Jump, fly and even fall if you're not careful. The fully 3-D environment means you can look up, down, and all around. Everything you view is in a natural perspective - including the beasties that want you dead!","Gamers new to fantasy adventuring will be disappointed by the graphics and playability, and hard-core role-players will be quickly frustrated by this game's inherent limitations."
774,Deception III: Dark Delusion,"Taken against her will to Alendar Kingdom, Layna who becomes your challenge is now under the control of the evil King Frederick. As her life wears thin, it becomes your sole mission to ensure Layna saves herself as King Frederick's mysterious organization attempts to bring her to her final doom. Through preparation of strategic trap setting, you begin to plot and devise various techniques to destroy those who hold you captive. With over 2,000 trap variations, it is up to you to choose the best combinations to assist you in conquering the enemy. Because there are multiple endings, Layna's final fate may become your worst nightmare or ultimate fantasy. The choice is yours. The options are endless.","Only marginal improvements have been made to this latest Deception, making it feel more like a new iteration of a sports game than a full-fledged sequel."
775,Deep Fear (1998),"Deep beneath the ocean reports are coming through that an unidentified object is entering the earth's atmosphere, heading straight for the Pacific ocean. The Naval submarine Seafox is dispatched immediately to investigate. Upon arriving at the refeuling facility it crashes unexpectedly ...further investigation is required immediately. The general feeling is one of fear...Deep Fear! A story of drama, suspense and a lage dose of action.",If you really want to play this game you should definitely pick up the import.
780,Delta Force,"As a member of Delta Force -- The Army's Elite, top secret special forces unit -- the word 'impossible' is not in your vocabulary. In Delta Force, you will conduct missions swiftly and silently, in every possible terrain, under every imaginable condition and through unconventional means.","If ever there was a game that proved the value of gameplay over graphics, it's Delta Force."
781,Delta Force 2,"You're a member of the U.S. Army's best kept secret: the elite SPECIAL OPERATIONS unit known as Delta Force, formed to BATTLE TERRORISM throughout the world. When the best of the rest can't handle the op, YOU are called into action.",It will keep you on the edge of your seat and tuned to the action at all times.
783,Demolition Racer,"DRIVE DIRTY!  ""The Spiritual Sucessor to Destructon Derby 2"" - PSM 100% Independent PlayStation Magazine  - High speed full impact racing action - collisions, damage and destruction!  - Incredible cumulative Real-time Damage effects - smoke, fire, hoods fly, tires wobble, and cars show hardcore damage as it happens  - 10 torturous tracks designed for full metal contact  - Insane ""last man standing"" Demolition Derby bowl matches  - Eight different vehicles to race including the deadly High Impact Hearse  - Death From Above - land on an opponent's roof and score a one-hit kill  - 16 cars on the track in each race  - Smash through destructible fences, barricades, barrels and more  - Two-player split-screen racing and Demolition Derby matches  - Thrashing original soundtrack and remixes by Fear Factory, Junkie XL, Empirion, & Cirrus","If you've played Destruction Derby, you've played Demolition Racer."
784,Descent (1994),"Welcome to Descent&trade; - 30 levels of the most mind-bending, stomach-churning action game ever. Featuring true 3-Dimensional worlds with light source shading, texture mapping, 3-D morphing, directional sound effects and sizzling music, this is technology taken to the limit.  You begin deep below the surface of Lunar Base I where on unknown alien race has taken over the chasm of the Post-Terran Mining Corporation. Lunge straight down mine shafts, twist around never-ending tunnels and fight your way past robotic menaces in an environment that's truly 360&deg; 3-D... move up, move down shoot everything everywhere. Hang onto your senses (and your lunch) as you drop straight down mine shafts on a ride that'll leave you spinning.  And what's the good of losing your mind if you can't share the experience with your friends? Descent invites you and your buddies to dive into the action together with head-to-head combat and cooperative two-player modem and eight-player network support.",No exploding body parts or fireball-vomiting demons here--Descent puts an industrial spin on the genre by taking you into the bowels of huge factory-like space stations to fight mining robots gone mad.
785,Descent II,"You're going down... again.  But this time, you're not alone.  If you thought Descent went to the edge of 360 3D power-blasting sensory insanity, then prepare yourself. You're about to plunge over the edge and into the depths of Descent II. Suddenly warped into the outer reaches of the Zeta Aquilae System, your new mission sends you into the black depths of treacherous alien mines. You blast through enemy robots with powerful new tools, leaving their flaming hulks in your exhaust. Your ultimate goal: to exterminate the alien robot stronghold from the enemy Alien Base and claim total control -- it's 30 new levels of outrageous destruction.  Joining you on your deadly new assignment is your loyal Guide-Bot. This faithful companion rushes with you through the twists and turns of the menacing darkness, often scouting ahead to hunt down the orbs, powerups and tools you desperately need to complete your job. But beware -- raging enemies are still determined to destroy you, including the menacing Thief-Bot who's set on stealing your weapons of destruction and your precious powerups. Get ready -- Descent II is about to take you on a whole new synapse-smashing ride.  - Plunge down 30 new levels in 6 different worlds, including Water, Fire, Ice and the Alien Base.  - Spin 360 degrees in fluid, 3D motion -- the amazing experience that sent the first Descent straight to the top of the ratings.  - Battle 30 new, highly intelligent robot enemies -- some that steal your weapons, suck energy and track you down wherever you go.  - Activate your afterburner to boost your maximum speed by 100%.  - Arm yourself with 10 new weapons, including the deadly Helix and Gauss Cannons.  - Eight-player network: in cooperative mode, use the new real-time camera to see through your partner's eyes. Or, set up surveillance cameras throughout the mines to see who's coming before they see you!  - Navigate the deep, dark tunnels with a new Floodlight powerup you can turn on and off.","If you don't like Descent at least a little bit, make no mistake, there is something wrong with you."
786,Descent Maximum,"THIS IS YOUR LAST CHANCE...  ...your last chance to experience the nauseating feeling of total rotation, speeding through the dark, twisting mines of Descent... your last chance to encounter the unique sensation on the system it was meant to be played on... your last chance to explore Descent worlds unavailable on any other system. It's time to get addicted to DESCENT MAXIMUM.",The end result is a classic case of too little too late.
787,Descent to Undermountain,"According to experts, extreme trauma often results in multi-character development. The stone belly of Undermountain below Waterdeep, plays home to horrific monsters, dark magics and unspeakable evils in the first AD&D action RPG game to offer multi-character development--Descent to Undermountain. Coincidence? Decide for yourself. In this spell-ridden maze of dungeons and rips in the very fabric of reality lies the ultimate prize. The Flame Sword of the Spider Queen, the goddess Lloth. Stolen from her long ago, in a time when gods wrestled with the primal energies of creation, she would destroy all who would dare keep her from it. Will she now destroy you? Based on the engine of the immensely successful Descent, all the horrors of the abyss come to life in 3D polygon renderings and superior graphics that pay frightening homage to detail. Advanced multi-player options allow you to risk the lives of up to three companions as you make the ultimate descent. 360 directional movement makes no apologies for shameless attacks from behind. So develop your character wisely. Trust no one. And find a good therapist. - May God be with you. - Character development in over 20 different magic-ridden dungeon levels - First AD&D RPG with 4 player modem/network option - Full 3D, 360 first person action based on the hugely successful Descent engine - 3D polygon monsters await you in frightening detail",How could the company that produced Fallout also be responsible for one of the lousiest games to come down the pike in quite a while?
789,Destrega,"DESTREGA allows fighters to move freely within its 3D environments, thus allowing for both close and long range fighting. The usual physical attacks are accompanied by a multitude of sensational, long-range magical attacks and contribute to a very fast-paced action/fighting title.",The biggest problems are its level of challenge and puny replay incentive.
790,Destruction Derby,"This ain't no dragstrip. It's the place where cars come to die. You're on a mission to bash, smash and crash into the other guy until his auto (or yours) gives up the ghost. You've got the roll bars, crumple zones and hardened fenders. You'll need them.    Play against the fiendish computer opponents, or an even meaner group of other gamers via the PlayStation Combat Cable. The array of tracks and race styles will keep you coming back for more!",Destruction Derby is a demolition racing game from Psygnosis.
791,Destruction Derby 2,"The best selling smash 'em up ever is back on track, and this time the tracks, explosions, and chromium carnage are bigger and better than ever before! Destruction Derby 2. Extreme auto punishment!","All things considered, Destruction Derby 2 would be more fun if it were a bit easier to play. Even so, it blows the doors off the original."
793,Dethkarz,"2408 ad.  You're one of the elite racers chosen to compete at exotic locations around the world and beyond. Strap yourself into a fusion-powered racing machine, packing plasma artillery and ready to use an awesome array of powerups including turbo boosters, intelligent homing missiles and stealth capability.  As you get faster and more lethal you can unlock even more race modes and secret cars. But beware - 19 other Dethkarz racers are out there trying to win at any cost. And because Dethkarz is fully networkable, some of them could be your friends!  We built Dethkarz from the ground up to exploit the awesome capabilities of the latest 3d acceleration technology. So the visuals and gameplay are sure to blow you away - if the other Dethkarz don't get you first!  - Arcade, Championship, time trial and Multiplayer modes.  - 4 racing environments each with 3 tracks: Metro City, Grand Keys, the Pole and the Red Planet.  - 12 selectable cars with individual handling, combat and racing characteristics.  - Ultra cool car dynamics and track layouts allow for awesome jumps and stunts.  - 3 different race classes and hidden vehicles for enhanced replay value.  - Native support for 3DFX and Direct 3D.","Dethkarz follows the futuristic racing formula exactly, without bringing any real personality of its own."
795,Devil Dice,"An addictive, 3D Multi-player puzzle game, Devil Dice tempts players to beat the clock or up to four other players in a frantic high-speed circus of tumbling dice. Race your devil over the tops of the dice, turning them over to line up numbers, retire rows and raise your score.","Unlike the legions of Tetris clones that populate the puzzle-game market, Devil Dice is as unique a game as its predecessor was and about ten times as hard."
797,Threads of Fate,"A blend of traditional platform action with innovative RPG elements, Threads of Fate is a true action-RPG. In addition to providing a more engaging experience through its RPG aspects, Threads of Fate's own unique features are setting the standard for what games of this genre should be like.",Expert RPG fans will likely blow straight through this game without a single setback.
798,Diablo II,"After possessing the body of the hero who defeated him, Diablo resumes his nefarious scheme to enslave humanity by joining forces with the other Prime Evils, Mephisto and Baal.  Only you--armed with all-new weapons, spells, and armor--will be able to determine the outcome of this final encounter.  As one of five distinct character types, explore the world of Diablo II--journey across distant lands, fight new villains, discover new treasures, and uncover ancient mysteries, all in the quest to stop the Lord of Terror, once and for all.","While its graphics appear somewhat dated, Diablo II has incredible replay value, and most importantly, it offers a lot of addictive gameplay in either the single-player or the multiplayer mode."
799,Diddy Kong Racing,"Timber the Tiger's parents picked a fine time to go on vacation. When they come back, they're going to be faced with an island trashed by the spiteful space bully Wizpig - unless the local animals can do something about it! So join Diddy Kong as he teams up with Timber the Tiger, Pipsy the Mouse and Taj the Genie in an epic racing adventure unlike anything you've ever experienced before!",Diddy Kong Racing probably wasn't supposed to see the light of day for months.
800,Die by the Sword,"An Eye For Adventure, An Itch For Action!  Adventure deep into a sinister undermountain stronghold to rescue your true love from a horrific ritual sacrifice. As Enric the adventurer, slash your way through hordes of intelligent and fearless enemies. Engage Kobolds, Orc masters, and even a giant octopus in brutal combat as you explore dangerous dwarf mines, escape bubbling lava, and pilot down treacherous underground rivers. Stretch your strength, dexterity, and wits to the limit and steel yourself for the combat adventure of a lifetime.  - ADVENTURE. Explore seven distinct environments like ancient temples, haunted burial crypts, and the heart of an active volcano.  - CONTROL (VSIM). Proprietary VSIM motion technology gives you unlimited freedom of movement. (See inside flap for all the details.)  - SAVVY OPPONENTS. Battle a vast array of horrific monsters who use tactics ad strategy, and are not just suicidal.  - DISMEMBERMENT. Nothing is more satisfying than severing your opponents' limbs and using them as a weapon against them.  - MULTIPLAYER. Up to four human opponents simultaneously over network. Two over modem or serial.  - CREATE YOUR OWN MOVES. Create and store custom moves. Use them in your quest or in the arena, or trade with your friends.","Die by the Sword goes well beyond its almost admirably typical premise to deliver a visually stunning, terribly challenging, and often awe-inspiring dungeon hack."
802,Die Hard Arcade,"They've got the president's daughter, trained killers, and heavy artillery. The odds aren't in your favor. Your mission is to wax hordes of maniacal cut throats, dodge endless gunfire, and personally see to it that the young Missie Herrington is returned to daddy. It's another million-to-one shot, McClane, YIPPEE-KI-YAY! Relentless in-your-face game design, direct from the arcade. Over 1,000 different moves. Furious pace will keep you bug-eyed, blistered and begging for more. Over 15 different weapons to grab - assault rifles, furniture, robot parts, gasoline, anything you can get your hands on! Need back-up? Grab a buddy and double-team 'em in 2-player mode.","Basically, it's a blast."
803,Die Hard Trilogy,"You're at the center of three totally different, thrill-packed adventures. Every adventure you choose delivers amazing depth, palm-sweating realism and fully-rendered detail over thirty incredible levels.    * Die Hard - Full screen 3-D action as you fight to rescue innocent hostages in a skyscraper wired to explode!  * Die Hard 2: Die Harder - Arcade shooting at its fastest and finest as you eliminate terrorists at Dulles Airport.  * Die Hard With A Vengeance - Heart-accelerating, simulated driving adventure as you race through New York City to find hidden bombs!",The key to this collection is that each game soars to the top of its respective genre.
804,Die Hard Trilogy 2: Viva Las Vegas,"The odds are against John McClane as he battles terrorists intent on wiping Sin City from the map. Blast your way through 25 levels of non-stop action in three different game styles. Combine all three explosive games into an original adventure, or choose to play the one you like best!","It may be a better rental than a purchase, but those not expecting a lot out of the game may find themselves pleasantly surprised."
806,Dino Crisis,"Raw instinct takes over in this new, adrenaline-pumping journey into Survival Horror. Something is terribly wrong. Your covert mission to infiltrate as isolated, research compound, has gone haywire... now you find yourself pursued by a relentless, pre-historic terror. Suddenly, your mission becomes a desperate fight for survival.","So, from the looks of things, it appears as if Capcom has another winner on its hands."
809,Discworld II: Mortality Bytes!,"In this second incredible Discworld adventure, Death has gone missing and a hero is needed to bring him back. But there's only Rincewind, incompetent wizard and highly-trained coward. You won't catch Rincewind running away. He's too fast.  Unfortunately, he's all there is that stands between people and the horrible prospect of immortality.",Psygnosis has done a beautiful job of bringing Pratchett's entertaining world to the realm of electronic gaming.
810,Disruptor,"As a new recruit of the elite LightStormer Corps, you possess the latest in hi-tech weaponry and training to unleash incredible amounts of firepower on the enemies of United Earth.","Despite Disruptor's lack of ambition, first-person shooter fans will enjoy its fast-paced action."
813,Donkey Kong,"Can you save Mario's girl from the clutches of Donkey Kong? Donkey Kong has kidnapped Mario's girlfriend Pauline and taken her to the top of a construction site. It's up to you to help Mario save Pauline before time runs out. But it won't be easy. Donkey Kong will do everything in his power to stop you. He'll throw barrel bombs, flaming fireballs and anything else he can get his hands on. So if you're looking for action, don't monkey around. Get the original Donkey Kong from the Nintendo Arcade Classics Series!",This 1994 update to Donkey Kong added puzzles and new moves to the old Donkey Kong formula.
814,Donkey Kong Land 2,"Wage battle against Kaptain K. Rool and his vast army of Kremlings. K. Rool kidnapped Donkey Kong and he's demanding the entire Banana Hoard as ransom. It's up to Diddy Kong and Dixie Kong to rescue their kidnapped pal. A wild assortment of friendly animals like Rambi the Rhino, Squitter the Spider, Squawks the Parrot, Rattly the Rattlesnake and Enguarde the Swordfish help the two little monkeys in their adventurous mission. Each exciting level is filled with special traps, hidden items and dastardly Kremlings! Prepare yourself for the biggest Game Boy adventure yet!","Diddy and Donkey Kong are back in the long-awaited sequel to the Game Boy hit, Donkey Kong Land.  Collect bananas, explore exotic locations and defeat Hogwash the Flying Pig!"
815,Doom (1993),All Hell has run amok! Monstrous demons from another dimension use their gruesome talents to turn your space station into a blood-splattered slaughterhouse.,id Software's classic first-person shooter is now on Xbox Live Arcade.
816,Doom 64,"You killed the Demons once, they were all dead. Or so you thought... A single Demon Entity escaped detection. Systematically it altered decaying, dead carnage back into grotesque living tissue. The Demons have returned - stronger and more vicious than ever before. You mission is clear, there are no options: kill or be killed!",Sigh... yet another mediocre N64 game.
817,Doom II,"The wait is over. In your hot little hands, you hold the biggest badest Doom ever - DOOM II: Hell on Earth! This time, the entire forces of the netherworld have overrun Earth. To save her you must descend into the sstygian depths of Hell itself!    Battle mightier, nastier deadlier demons and monsters. Use more powerful weapons. Sruvive more mind-blowing explosions and more of the bloodiest, fiercest, most awesome blastfest ever!    The 3-D modelling and texture bit-mapping technologies push the envelope out to the max. The graphics, animation, sound effects and gameplay are so virtually unrealistic, they're unbelievable.    Play DOOM II solo, with two people over a modem, or with up to four players over a LAN (supporting IPX protocol). No matter which way you choose, get ready for adrenaline-pumping, action-packed excitement that's sure to give your heart a real workout.    It must be tough to keep reading - what with your hands trembling in sheer anticipation. So we'll stop talking now to let you this box to the counter.    DOOM II. It's time to get obsessed again.","Bigger, badder, and bloodier than the original, this sequel extends the carnage started in Doom."
819,Double Dragon,"Double Dragon is the story of Billy and Jimmy Lee, twin brothers who learned to fight on the cold, tough streets of the city. Their expert knowledge of the martial arts combined with their street smarts, has made them both formidable fighting machines. But now Billy is faced with his greatest challenge. Marian has been kidnapped by the Black Warriors, the savage street gang of the mysterious Shadow Boss! Using whatever weapons come to hand - knives, whips, bats, rocks, oil drums, even dynamite - Billy must pursue the gang through the slums, factories, and wooded outskirts of the city to reach the hideout for his final confrontation with the Shadow Boss... his brother Jimmy!",Billy and Jimmy Lee take to the streets in this classic arcade side-scroller.
820,Draconus: Cult of the Wyrm,Embark on an epic quest to unite the shattered kingdoms of humanity. Bring knowledge of the arcane arts and mastery of deadly swordplay to bear on the evil that jeopardizes these last bastions of civilization. The vile Dragon Lord has returned and in his shadow of impending doom an unholy pestilence threatens all mankind.,It's the kind of game that titles like Eidos' Deathtrap Dungeon and Universal's Xena: Warrior Princess should have been.
822,Dragon Ball GT: Final Bout,"After achieving cult hit status around the globe, Dragon Ball GT has finally arrived in the U.S. This polygon rendered fighting game features 10 of the best warriors from the animated television series going head-to-head in a no-holds-barred tournament. Each player has devastating finishing moves, including the infamous &quot;Meteor Smash&quot;, which can be countered by an opponent, resulting in some of the most incredible power struggles you'll ever see! There are also 8 playable hidden characters and a practice mode that lets you build up the skills of each fighter. Now, you can find out what gamers around the world already know -- Dragon Ball GT is the ultimate fighting game!",Dragon Ball Final Bout is a poor excuse for a fighting game.
824,Dragon Force,"Step forth brave warrior. The destiny of the world of Legendra lies solely in your hands. Play as one of eight warlords, each with a unique storyline, to conquer the evil forces of Madruk in this incredible role playing/strategy game.",Dragon Force is one of those rare games that demands countless hours of attention.
827,Dragon Quest VII: Fragments of the Forgotten Past,"You plan to become a humble fisherman of peaceful Estard Island, the only land in a world of ocean. But when you discover the artifacts from an ancient land, you tear the fabric of time and unveil the world that once was. Transported to past lands, you must solve their mysteries and break the spell of annihilation. Prepare for your destiny!","If you know you're in the market for a very lengthy and ultimately satisfying RPG and know you can get over the visuals, you owe it to yourself to give Dragon Warrior VII a try."
828,Dragon Valor,"Defend Your Family, Defend Your Home, But First You Must Defend Yourself  You are the first dragon slayer, a fearless hero who must combat the most horrific of enemies. Vanquish evil, marry the heroine, and continue your heroic legacy with each new generation. Search for swords, magic and relics to aid in your war against the mightiest of dragons. You must battle to prove your worth, your might, your Dragon Valor.","The branching family tree adds a measure of replay value, but the game is average enough that few will want to play it through more than once."
829,Dragon Warrior Monsters,"Enter a wonderland of kings, monsters and magic spells with Dragon Warrior Monsters. Make monsters your allies to fight through dangers in the long journey to become the most powerful monster master in the world!    Each monster has different abilities and characteristics that will affect their performance in battle. They can be paired to breed unique and more powerful Monsters, which can be trained and added to your collection!  They will even ignore you if you don't treat them properly!","If you've already ""caught 'em all,"" and you're looking for a game to tide you over until Pokemon Gold and Silver are released near the end of the year, Dragon Warrior Monsters is exactly what you're looking for."
830,DragonHeart: Fire & Steel,"Seven evil dragons rule the world of DRAGONHEART: FIRE & STEEL. Seven fire-breathing, razor-clawed, knight-devouring monsters. Seven beasts too savage for the movie If you can cut your way through hordes of medieval knights hellbent on your destruction... if you can master the moves... if you can take the heat... then it's time to face your fiery nightmare! In first or third person perspectives, in the wilderness or in the secret arena... get ready for maximum evil... medieval style!","Indeed, it is a dark day when games like this are released."
831,Dragonseeds,Enter the world of Dragonseeds! Take the role of a dragonsage. Genetically engineer and train dragons for armed combat! Use Memory Card data from ANY PlayStation&reg; game to create combat-ready dragons.,"When compared with a game as deep and personable as Monster Rancher, Dragonseeds pales in comparison."
834,Driver,"In Driver, you are the wheelman in a series of Hollywood-style car-chases.  A great getaway driver is only as good as his equipment, which is why Driver has a selection of performance-packed muscle cars, complete with realistic handling, damage modeling, and real-world physics reactions.  Driver also comes fully equipped with a replay/director mode that gives you all the necessary tools to &quot;film&quot; their own car chase and multiple views that allow you to look around when you're driving.  Put the pedal to the metal and be the best driver around.",Driver is a game that might be mediocre in its presentation but more than makes up for it in its gameplay and concept.
835,Drowned God,"You are chosen. Many times have you lived before, so use wisely your intuition and your wit. Do not believe what you have been taught. History is a lie. Dare to link ancient astronauts with the shadowy Majestic 12; Albert Einstein with the Philadelphia Experiment; the Great Pyramids with Roswell, New Mexico. Discover the truth behind the assassinations of JFK, the 1968 Bermuda Triangle incident and the top secret Area 51. Question your past. Protect your future. Beware false promises and new friends. Trust the Tarot and accept the mysteries of sacred numerology. Revelation is in your hands.","The net effect is that the story - which made this game so intriguing in the first place - is almost totally lost, and that is a shame."
838,Dual Heroes,Virtual gamers challenge you in a hot battle! Train your own robot! Cool heroes battle it out using combo attacks in 3D space. Exciting battles against CPU gamers with personality. Train your robot and have it fight in the auto-battle. Give it all you've got to win a medal!,It's not often a game this bad is released in the industry.
841,Duke It Out in D.C.,"THE PRESIDENT OF THE U.S. HAS BEEN KIDNAPPED - IT'S UP TO DUKE TO SET HIM FREE!    Aliens have captured the President! Duke gets word that alien scum have landed in Washington D.C., laid it to waste, and imprisoned the leader of the free world. Always up for a heroic deed, Duke heads to D.C. to rid the city of enemy dirtbags and return the president to power!    Features:    9 of the hugest, most incredible Duke levels ever! There's a 10th ""Top Secret"" level that we can't tell you about here (clue: Duke goes back in time to an ancient world)    Duke It Out In D.C. Guide - which gives you a mission briefing and level storyline    Duke travels through the White House, Lincoln Memorial, FBI, Smithsonian, the Naval Institute, Capitol Building, Control Center, Subway System, D.C. Sewage, the Naval Weapons Plant and much more!!!    Works with Duke Nukem 3D Atomic Edition for Macintosh",There's a lot to like in this low-priced gem.
842,Duke Nukem,"The Game Boy is about to become a man!  All the attitude. All the action. All the firepower. All in full-color!  The one and only King of Carnage now explodes onto the tiny screen! Battle brain-stealing Zorgonite aliens through 20 levels of high octane mayhem.  - Duke drives a tank, flies a rocket ship and kicks alien butt!  - Huge arsenal of deadly weapons! Hordes of alien enemies!  - Special powers! Invincibility! Super shots! And pick-ups!  - Includes Spanish, Italian, French and German language options!  - Battery-powered RAM lets you save up to 8 games.","With titles like Toy Story 2 and Gex 3 out for the Game Boy, Duke Nukem simply falls short."
