id,title,isbn,isbn13,description
914,"Rich Dad, Poor Dad 2: Cash Flow Quadrant - Rich Dad's Guide to Financial Freedom",0751532800,9780751532807,"The Cashflow Quadrant is the follow-up guide to finding the financial fast track that best works for you. It reveals the strategies necessary for moving beyond just job security to greater financial security by generating wealth from four selective financial quadrants. This work will reveal why some people work less, earn more, pay less in taxes, and feel more financially secure than others. It's simply a matter of knowing which quadrant to work in."
916,And a Hard Rain Fell,157071987X,9781570719875,"I didn't set out to write a book. It was 1982, fourteen years after I had last set foot in Vietnam, and thirteen years after I returned to The World. I had a family and a career. I'd never written more than an occasional letter to the editor in my life. My twisted insides had spawned ulcers. The nightmares were more frequent. I needed to get Vietnam out into the open, but I couldn't talk about it. Not after all those years. <br />Thus begins John Ketwig's powerful memoir of the Vietnam War. Now, over 15 years after its initial publication, Sourcebooks is proud to bring ...and a hard rain fell back into print in a newly updated edition, with a new introduction by the author and eight pages of never-before-published photographs. <br />From the country roads of upstate New York to the jungles of Vietnam, and finally to the Vietnam Veterans Memorial in Washington, D.C., ...and a hard rain fell is a gripping and visceral account of one young man's struggle to make sense of his place in a world gone mad.<br />"
918,Hard Rain: A Dylan Commentary,0679745270,9780679745273,"<b>An in-depth look at over thirty years of Nobel Prize winner Bob Dylan's recordings including analysis of ""The Times They Are A-Changing,"" ""Like a Rolling Stone,"" and ""Tangled Up in Blue.""</b><br /><br />Examinging over thirty years of Dylan's recordings, films, and live concerts to deliver fresh, and sometimes heretical, judgements of his work, Tim Riley persuasively demonstrates that Bob Dylan is the most important American rock 'n' roller since Elvis. He charts the mercurial shifts of the Dylan persona, from acoustic to electric, and assesses the singer's debt to earlier muscians aw well as his influence on such performers as the Byrds, Bruce Springsteen, and Elvis Costello.<br /><br />Includes a new epilogue that examines Dylan's 30th anniversary celebration and his 1998 Grammy Award comeback."
919,Hard Rain,1569471045,9781569471043,"During a random break-in, three heroin addicts discover the corpse of banker Martin Ijsbreker. They arrange his death to look like a suicide and flee with his valuables, but are found dead of an overdose the next day. The investigating officer dismissed their deaths as an accident, but the commissaris suspects that his cousin and childhood nemesis, Willem Fernandus, murdered Ijsbreker to protect his own shares in the dead man’s bank. When the two finally confront each other as adversaries, someone will die."
924,Hard Rain (Code Red #16),0373612990,9780373612994,"<i>A hurricane is heading straight for the tiny coastal town of Turning Point, Texas. Four volunteers from Courage Bay Emergency Services rush to the town's aid. Their lives will never be the same again...</i><p>Love came early to teenagers Amy Sherwood and Jesse Boone. Then Jesse suddenly disappeared. Now, fourteen years later, Amy doesn't know whether she's disappointed or relieved that Turning Point's sheriff isn't her Jesse. Or is he? The face is different, yet Amy feels an undeniable connection - a passion she can't dismiss. She needs to know the truth. Not just for her sake, but for the sake of her thirteen-year-old boy...Jesse's son.</p>"
929,Memoirs of a Geisha,1400096898,9781400096893,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.<br /><br />In <i>Memoirs of a Geisha</i>, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable."
930,Memoirs of a Geisha,0739326228,9780739326220,"A literary sensation and runaway bestseller, this brilliant debut novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japan's most celebrated geisha.<br /><br />In <i>Memoirs of a Geisha</i>, we enter a world where appearances are paramount; where a girl's virginity is auctioned to the highest bidder; where women are trained to beguile the most powerful men; and where love is scorned as illusion. It is a unique and triumphant work of fiction - at once romantic, erotic, suspenseful - and completely unforgettable."
931,Memoirs of a Geisha,0099498189,9780099498186,"A seductive and evocative epic on an intimate scale, that tells the extraordinary story of a geisha girl. Summoning up more than twenty years of Japan's most dramatic history, it uncovers a hidden world of eroticism and enchantment, exploitation and degradation. From a small fishing village in 1929, the tale moves to the glamorous and decadent heart of Kyoto in the 1930s, where a young peasant girl is sold as servant and apprentice to a renowned geisha house. She tells her story many years later from the Waldorf Astoria in New York; it exquisitely evokes another culture, a different time and the details of an extraordinary way of life. It conjures up the perfection and the ugliness of life behind rice-paper screens, where young girls learn the arts of geisha - dancing and singing, how to wind the kimono, how to walk and pour tea, and how to beguile the most powerful men."
932,Memoirs of a Geisha: A Portrait of the Film,1557046832,9781557046833,"A stunning visual companion to the highly anticipated new film from director Rob Marshall (<em>Chicago</em>), based on the international bestseller by Arthur Golden—a major holiday release from Columbia Pictures.<br /><br />Featuring over 150 full-color photographs and drawings, this lavishly illustrated book captures the artistry and romance behind the exquisite new film from Rob Marshall, the director of the Oscar®-winning film Chicago, starring Ziyi Zhang (<em>House of Flying Daggers</em>) and Ken Watanabe (<em>The Last Samurai</em>).<br /><br />Directed by Academy Award®-nominee Rob Marshall (<em>Chicago</em>) and produced by Lucy Fisher, Douglas Wick, and Steven Spielberg, from a screenplay by Robin Swicord and Doug Wright, Memoirs of a Geisha features an all-star Asian cast including Michelle Yeoh (<em>Crouching Tiger, Hidden Dragon</em>), Koji Yakusho (<em>Shall We Dance?</em>), Youki Kudoh (<em>Snow Falling on Cedars</em>), and Gong Li (<em>Raise the Red Lantern</em>).<br /><br />Based on the internationally acclaimed novel by Arthur Golden, Memoirs of a Geisha is a sweeping romantic epic set in the mysterious and exotic world that still casts a potent spell today. The story begins in the years before WWII when a penniless Japanese child is torn from her family to work as a servant in a geisha house. Despite a treacherous rival who nearly breaks her spirit, the girl blossoms into the legendary geisha Sayuri (Ziyi Zhang). Beautiful and accomplished, Sayuri captivates the most powerful men of her day, but is haunted by her secret love for the one man who is out of her reach (Ken Watanabe).<br /><br />The Newmarket Pictorial Moviebook explores the intricate process of re-creating the period and world of the geisha. Special sections showcase production design, makeup, choreography, and costumes, featuring kimonos created especially for the movie by five-time Oscar®-nominated costume designer Colleen Atwood. Sidebars throughout also provide fascinating historical background on the geisha culture. <br />"
933,Memoirs of a Geisha,0099771519,9780099771517,"This story is a rare and utterly engaging experience. It tells the extraordinary story of a geisha -summoning up a quarter century from 1929 to the post-war years of Japan's dramatic history, and opening a window into a half-hidden world of eroticism and enchantment, exploitation and degradation. A young peasant girl is sold as servant and apprentice to a renowned geisha house. She tells her story many years later from the Waldorf Astoria in New York. Her memoirs conjure up the perfection and the ugliness of life behind rice-paper screens, where young girls learn the arts of geisha - dancing and singing, how to wind the kimono, how to walk and pour tea, and how to beguile the land's most powerful men."
935,Geisha of Gion,074343059X,9780743430593,"GEISHA, A LIFE """"No woman in the three-hundred-year history of the karyukai has ever come forward in public to tell her story. We have been constrained by unwritten rules not to do so, by the robes of tradition and by the sanctity of our exclusive calling...But I feel it is time to speak out.""""<br /><br />Celebrated as the most successful geisha of her generation, Mineko Iwasaki was only five years old when she left her parents' home for the world of the geisha. For the next twenty-five years, she would live a life filled with extraordinary professional demands and rich rewards. She would learn the formal customs and language of the geisha, and study the ancient arts of Japanese dance and music. She would enchant kings and princes, captains of industry, and titans of the entertainment world, some of whom would become her dearest friends. Through great pride and determination, she would be hailed as one of the most prized geishas in Japan's history, and one of the last great practitioners of this now fading art form.<br /><br />In ""Geisha, a Life,"" Mineko Iwasaki tells her story, from her warm early childhood, to her intense yet privileged upbringing in the Iwasaki okiya (household), to her years as a renowned geisha, and finally, to her decision at the age of twenty-nine to retire and marry, a move that would mirror the demise of geisha culture. Mineko brings to life the beauty and wonder of Gion Kobu, a place that ""existed in a world apart, a special realm whose mission and identity depended on preserving the time-honored traditions of the past."" She illustrates how it coexisted within post-World War II Japan at a time when the country was undergoing its radical transformation from apost-feudal society to a modern one.<br /><br />""There is much mystery and misunderstanding about what it means to be a geisha. I hope this story will help explain what it is really like and also serve as a record of this unique component of Japan's cultural history,"" writes Mineko Iwasaki. ""Geisha, a Life"" is the first of its kind, as it delicately unfolds the fabric of a geisha's development. Told with great wisdom and sensitivity, it is a true story of beauty and heroism, and of a time and culture rarely revealed to the Western world."
936,Memoirs Of A Geisha,0007229577,9780007229574,"This seductive and evocative epic tells the extraordinary story of a geisha girl. It reveals the cruelty and ugliness of life behind the rice-paper screens, and summons up more than 20 years of Japan's most dramatic history."
937,Memoirs of a Geisha,0739326872,9780739326879,"In this literary tour de force, novelist Arthur Golden enters a remote and shimmeringly exotic world. For the protagonist of this peerlessly observant first novel is Sayuri, one of Japan's most celebrated geisha, a woman who is both performer and courtesan, slave and goddess.<br /><br />We follow Sayuri from her childhood in an impoverished fishing village, where in 1929, she is sold to a representative of a geisha house, who is drawn by the child's unusual blue-grey eyes. From there she is taken to Gion, the pleasure district of Kyoto. She is nine years old. In the years that follow, as she works to pay back the price of her purchase, Sayuri will be schooled in music and dance, learn to apply the geisha's elaborate makeup, wear elaborate kimono, and care for a coiffure so fragile that it requires a special pillow. She will also acquire a magnanimous tutor and a venomous rival. Surviving the intrigues of her trade and the upheavals of war, the resourceful Sayuri is a romantic heroine on the order of Jane Eyre and Scarlett O'Hara. And <i>Memoirs of a Geisha</i> is a triumphant work - suspenseful, and utterly persuasive."
938,How to Make Anyone Fall in Love with You,0809229897,9780809229895,"In ""How to Make Anyone Falling Love with You,""you'll explore precisely what will make someone take the tumble--what types of initial eye contact, clothing, body language, first conversations, and first dates ignite the sensation of love. You'll learn when to play hard to get (and when not to), how long you should wait to ask him or her out, and how to make an unforgettable first impression. In addition, the author will teach you how to discover and exude a sense of the deeper qualities the man or woman you have chosen longs for in a lifetime partner. Finally, she demonstrates the subtle techniques for discovering ( and fulfilling) your partner's sexual cravings."
941,Love As A Foreign Language #5,1932664394,9781932664393,"Time is running out for Joel. If he doesn't make a move on Hannah soon, he's going to lose his chance forever. But can he get over his Korean cultural hang-ups in time to make his play for the girl of his dreams?"
942,Los 5 Lenguajes Del Amor De Los Ninos / The Five Languages Of Love For Children,0789905086,9780789905086,"Çocuklar İçin Beş Sevgi Dili<br />Gary Chapman Dr. Ross Campbell <br /><br />KORİDOR YAYINCILIK<br /><br /><br /><br /><br />% 30<br />indirim<br />Kitapyurdu Fiyatı: 14,00 TL<br /><br />Liste Fiyatı: 20,00 TL<br />Kazancınız: 6,00 TL <br />Kazanacağınız Puan: 26<br />Tedarik Süresi: Yaklaşık 1 İş Günü<br />Çocuğunuz sevildiğini hissediyor mu?<br />Çocuğunuz bazen dikkatinizi çekmek için çırpınırken neden başka zamanlarda sizi tamamen yok sayıyor? Neden bir gün sevgi ve minnet doluyken başka bir gün büsbütün kayıtsız görünüyor? Tavır. Davranış. Gelişim. Her şey sizin çocuğunuzla aranızda kurulan ilişkiye bağlı. Çocuklar sevildiklerini hissettiklerinde en iyisini yapmaya çalışırlar. Fakat çocuğunuzun sevildiğini gerçekten hissettiğinden nasıl emin olabilirsiniz?<br />Her çocuğun sevgi dili farklıdır ve sizin sevgi diliniz çocuğunuzunkiyle taban tabana zıt olabilir. Çocuğunuzun baskın sevgi dilini keşfedin ve onun duygularında ve davranışında yansımasını görebileceğiniz koşulsuz sevgi, saygı, minnet ve sorumluluk hislerini etkin bir şekilde aktarabilmek için neler yapabileceğinizi öğrenin.<br />Beş Sevgi Dili ile dünya çapında tanınan Dr. Gary Chapman milyonlarca çifte birbirlerinin sevgi dillerini öğrenerek nasıl daha güçlü, daha tatmin edici ilişkiler geliştirecekleri konusunda yardım etti. Şimdi de, tıpkı yetişkinler gibi çocukların da beş farklı sevgi dilini konuştuğunu öğreterek aileler için paha biçilemez bir kılavuz sunuyor.<br /><br />“Ebeveynlerin kitaplıklarında mutlaka bulunması gereken bir kitap. Birbirinden çok farklı ihtiyaçları olan çocuklarımla bu kitap sayesinde harika ilişkiler kurmayı başardım.”<br />Emilie Ahren"
944,Jungle Love,0521750849,9780521750844,"<i>Cambridge English Readers: Level 5</i><br /><br />On an adventure holiday in the Caribbean, Lisa and Jennifer are sharing a room. They are very different people and do not get on. However, they do have something in common: they are both attracted to Ian. And Ian likes both of them. But what about Ian's girlfriend, Caroline? And then there's Pete and of course, Gary..."
946,Jungle Love,0521686253,9780521686259,"<i>Level 5 Upper Intermediate (Cambridge English Readers)</i><br /><br />Award-winning original fiction for learners of English. At seven levels, from Starter to Advanced, this impressive selection of carefully graded readers offers exciting reading for every student's capabilities. Contains a paperback and 3 Audio CDs with complete text recordings from the book.<br /><br />On an adventure holiday in the Caribbean, Lisa and Jennifer are sharing a room. They are very different people and do not get on. However, they do have something in common: they are both attracted to Ian. And Ian likes both of them. But what about Ian's girlfriend, Caroline? And then there's Pete and of course, Gary."
947,First Impressions,0373510055,9780373510054,"Escaping the rat race and the lure of gold-digging women, wealthy businessman Vance Banning moves to a small, rural retreat, telling the townsfolk that he's an out-of-work carpenter. All he wants is peace, quiet and to keep away from women. So the last thing he needs is a charitable neighbor; especially a beautiful, gracious and persistent neighbor of the female persuasion - but there's something about Shane Abbott he just can't ignore.<br /><br />Vance is certain his cover story will stop his lovely neighbor from getting too friendly, but Shane is determined to break down his resistance. Vance has been burned once, so only a fool would fall for the same innocent act twice. And he's no fool. But he has no idea how relentless Shane Abbott can be when it comes to giving a helping hand; or a loving heart.<br /><br />He needed to simplify his life and mend his broken heart. She was searching for a place to finally fit in and a man who could love her for who she was. Together they discover that all they really needed was each other, and that love is the greatest Christmas gift of all."
948,Building Literacy with Love: A Guide for Teachers and Caregivers of Children Birth Through Age 5,0943657822,9780943657820,"This practical guide to understanding literacy uses plain language to outline the skills and processes intrinsic to learning to read and write. The authors (both: Nova Southeastern University, Florida) describes experiences that adults can provide for children to help them learn and include examples of how to establish relationships with children t"
951,The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,1881273105,9781881273103,"Focus, men! Gary Chapman addresses men specifically in this new edition of the multi-million seller, ""The Five Love Languages."" You can understand your wife! Dr. Gary Chapman tackles the tough relationship issues men face-how to express your feelings to your wife, how to interpret her responses, how to make sex more meaningful and pleasurable for you and your wife-in this special edition designed specifically for men. At the end of each chapter are ten ideas for expressing that particular love language to the woman in your life. Do you think her love language is gifts? Take the quiz and find out, then use the practical tips and tell her how much you love her."
952,The Five Love Languages of Children,1881273652,9781881273653,"Since 1992, Gary Chapman's bestselling book ""The Five Love Languages"" has helped more than 300,00 couples develop stronger, more fulfilling relationships by teaching them to speak one another's love language. Now Chapman teams with Ross Campbell, author of best-seller ""How to Really Love Your Child,"" to help parents speak their child's love language."
953,"Cinco Lenguajes del Amor Para Solteros, Los: Five Love Languages for Singles",0789912910,9780789912916,"The five love languages work for everyone (they're not just for married couples)... In this world we’re surrounded by more people than ever—yet we often still feel alone. Being single or married has nothing to do with whether you need to feel loved! Everyone has a God-given yearning for complete and unconditional love in the context of all relationships. If you want to give and receive love most effectively, you’ve got to learn to speak the right love language. Different people with different personalities express love in different ways. In fact, there are five very specific languages of love: Words of affirmation, gifts, acts of service, quality time, and physical touch.  Dr. Gary Chapman’s original bestseller was first crafted with married couples in mind, but the love languages have proven themselves to be universal. The message of this audiobook is now tailored to meet the unique and real desires of single adults.  Insert disc 5 into your PC to access the PDF material."
954,The Five Love Languages of Teenagers,1881273393,9781881273394,"Who is your teenager listening to? Teenagers today are bombarded by messages from their peers, the Internet, music, movies . . . the list goes on. As parents, you may wonder if your words mean anything at all. If so, take heart: all research indicates that the most significant influence on the life of a teenager comes from his or her parents. Yes--parents! In this updated volume, marriage and family expert Dr. Gary Chapman lays out the tools you need to communicate with your teenager. As Dr. Chapman states, ""At the root of much teenage misbehavior is a teen's empty love tank. I am not suggesting that parents do not love their teenagers; I am suggesting that thousands of teenagers do not feel that love. For most parents, it is not a matter of sincerity but rather lack of information on how to communicate love effectively on an emotional level."" Starting with the world in which your teenager lives, Dr. Chapman walks through the emotional needs of teenagers and how you can best express your love to them. You'll learn how to identify your teenager's love language, how to address their unique need for independence and responsibility, how to combat anger and set up boundaries, and how to best parent your teenager if you are a single parent or a blended family."
955,The 5 Love Languages / The 5 Love Languages Journal,0802415318,9780802415318,"Unhappiness in marriage often has a simple root cause: we speak different love languages, believes Dr. Gary Chapman. While working as a marriage counselor for more than 30 years, he identified five love languages: Words of Affirmation, Quality Time, Receiving Gifts, Acts of Service, and Physical Touch. In a friendly, often humorous style, he unpacks each one. Some husbands or wives may crave focused attention; another needs regular praise. Gifts are highly important to one spouse, while another sees fixing a leaky faucet, ironing a shirt, or cooking a meal as filling their ""love tank."" Some partners might find physical touch makes them feel valued: holding hands, giving back rubs, and sexual contact. Chapman illustrates each love language with real-life examples from his counseling practice. <p> How do you discover your spouse's - and your own - love language? Chapman's short questionnaires are one of several ways to find out. Throughout the book, he also includes application questions that can be answered more extensively in the beautifully detailed companion leather journal (an exclusive Amazon.com bonus). Each section of the journal corresponds with a chapter from the book, offering opportunities for deeper reflection on your marriage. </p><p> Although some readers may find choosing to love a spouse that they no longer even like -hoping the feelings of affection will follow later- a difficult concept to swallow, Chapman promises that the results will be worth the effort. ""Love is a choice,"" says Chapman. ""And either partner can start the process today."" --<i>Cindy Crosby</i></p>"
956,The Five Love Languages: Men's Edition: How to Express Heartfelt Commitment to Your Mate,1598590669,9781598590661,"You know you love her - but is she getting the message?  You bring your wife flowers but she'd rather just have a hug.  You buy tickets to a movie when she wants to sit and talk.  Tired of missed cues and confusing signals?  Dr. Gary Chapman reveals how different personalities express love in different ways.  In fact, there are five specific languages of love: Quality Time, Words of Affirmation, Gifts, Acts of Service, and Physical Touch.  Ready for a richer relationship?  Begin the audio and dive in.  Because the only thing better than learning to speak her love languages is teaching her to speak yours!"
957,Five Love Languages Journal: How To Express Heartfelt Commitment To Your Mate,1881273717,9781881273714,"Writing helps a person remember a concept, prompt an action, or reflect on God's goodness in your life. How did you do this week on keeping your mate's love tank full? Now you can keep track of your thoughts, feelings, progress, and your mate's love tank with The Five Love Languages Journal . Each section of the journal has a corresponding chapter head that follows the classic book by Dr. Gary Chapman. Following that is a quote for reflection, several thought-provoking questions, and a relevant Scripture verse. Interspersed are areas for journalizing about personal experience with love and loved ones. Use the entries to spark communication, or to keep as a private retreat. The journal's duotone faux leather will appeal to both men and women. A satin ribbon is sewn in for place-holding. Those who have made The Five Love Languages a multi-million seller will find this brand addition a most welcome value.&amp;lt;br&amp;gt;"
958,The Five Love Languages ,0805498621,9780805498622,Couples who understand each other's love language hold a priceless advantage in the quest for love that lasts a lifetime -- they know how to effectively and consistently make each other feel truly and deeply loved. That gift never fades away.
959,Los Cinco Lenguajes Del Amor/the Five Languages of Love,0789912864,9780789912862,Couples who understand each other's love language hold a priceless advantage in the quest for love that lasts a lifetime -- they know how to effectively and consistently make each other feel truly and deeply loved. That gift never fades away.
960,"Angels & Demons  (Robert Langdon, #1)",1416524797,9781416524793,"An ancient secret brotherhood.<br />A devastating new weapon of destruction.<br />An unthinkable target... <br /><br />When world-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a mysterious symbol -- seared into the chest of a murdered physicist -- he discovers evidence of the unimaginable: the resurgence of an ancient secret brotherhood known as the Illuminati... the most powerful underground organization ever to walk the earth. The Illuminati has surfaced from the shadows to carry out the final phase of its legendary vendetta against its most hated enemy... the Catholic Church. <br /><br />Langdon's worst fears are confirmed on the eve of the Vatican's holy conclave, when a messenger of the Illuminati announces he has hidden an unstoppable time bomb at the very heart of Vatican City. With the countdown under way, Langdon jets to Rome to join forces with Vittoria Vetra, a beautiful and mysterious Italian scientist, to assist the Vatican in a desperate bid for survival. <br /><br />Embarking on a frantic hunt through sealed crypts, dangerous catacombs, deserted cathedrals, and even to the heart of the most secretive vault on earth, Langdon and Vetra follow a 400-year old trail of ancient symbols that snakes across Rome toward the long-forgotten Illuminati lair... a secret location that contains the only hope for Vatican salvation. <br /><br />An explosive international thriller, Angels &amp; Demons careens from enlightening epiphanies to dark truths as the battle between science and religion turns to war."
962,"Angels, Demons & Gods of the New Millenium: Musings on Modern Magick",157863010X,9781578630103,A delightfully entertaining liberal arts education in Western Hermeticism with one of America's most knowledgeable and engaging authorities! Each chapter is a self-contained monograph on one of 7 topics critical tounderstanding modern magick.
963,Angels and Demons in Art,0892368306,9780892368303,"This sumptuously illustrated volume analyzes artists' representations of angels and demons and heaven and hell from the Judeo-Christian tradition and describes how these artistic portrayals evolved over time. As with other books in the Guide to Imagery series, the goal of this volume is to help contemporary art enthusiasts decode the symbolic meanings in the great masterworks of Western Art.<br /> The first chapter traces the development of images of the Creation and the Afterworld from descriptions of them in the Scriptures through their evolution in later literary and philosophical works. The following two chapters examine artists' depictions of the two paths that humans may take, the path of evil or the path of salvation, and the punishments or rewards found on each. A chapter on the Judgment Day and the end of the world explores portrayals of the mysterious worlds between life and death and in the afterlife. Finally, the author looks at images of angelic and demonic beings themselves and how they came to be portrayed with the physical attributes--wings, halos, horns, and cloven hooves--with which we are now so familiar.<br /> Thoroughly researched by and expert in the field of iconography, Angels and Demons in Art will delight readers with an interest in art or religious symbolism."
964,Secrets of Angels and Demons,1593153589,9781593153588,"Explore the Vatican's darkest secrets. Enter the closed chambers of the papal selection process. Probe the little-known historical mysteries of Rome and the symbolism of Bernini's architecture and sculpture. Join the debate between religion and science that has been raging since the Church tried to silence Galileo. Discover the truth about the Illuminati. ...all powerful themes in this unauthorized guide to the prequel to the bestselling novel of our era, <i>The Da Vinci Code</i>."
965,"Ángeles y demonios (Robert Langdon, #1)",849561877X,9788495618771,"An ancient secret brotherhood.<br />A devastating new weapon of destruction.<br />An unthinkable target... <br /><br />When world-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a mysterious symbol -- seared into the chest of a murdered physicist -- he discovers evidence of the unimaginable: the resurgence of an ancient secret brotherhood known as the Illuminati... the most powerful underground organization ever to walk the earth. The Illuminati has surfaced from the shadows to carry out the final phase of its legendary vendetta against its most hated enemy... the Catholic Church. <br /><br />Langdon's worst fears are confirmed on the eve of the Vatican's holy conclave, when a messenger of the Illuminati announces he has hidden an unstoppable time bomb at the very heart of Vatican City. With the countdown under way, Langdon jets to Rome to join forces with Vittoria Vetra, a beautiful and mysterious Italian scientist, to assist the Vatican in a desperate bid for survival. <br /><br />Embarking on a frantic hunt through sealed crypts, dangerous catacombs, deserted cathedrals, and even to the heart of the most secretive vault on earth, Langdon and Vetra follow a 400-year old trail of ancient symbols that snakes across Rome toward the long-forgotten Illuminati lair... a secret location that contains the only hope for Vatican salvation. <br /><br />An explosive international thriller, Angels &amp; Demons careens from enlightening epiphanies to dark truths as the battle between science and religion turns to war."
966,Angeles & Demonios,0972859896,9780972859899,"Brown's Angels &amp; Demons is now available in a Spanish-language audiobook. Unabridged. 18 CDs."""
967,"Angel Customers & Demon Customers: Discover Which is Which, and Turbo-Charge Your Stock",1591840074,9781591840077,"One of the oldest myths in business is that every customer is a valuable customer. Even in the age of high-tech data collection, many businesses don't realize that some of their customers are deeply unprofitable, and that simply doing business with them is costing them money. In many places, it's typical that the top 20 percent of customers are generating almost all the profit while the bottom 20 percent are actually destroying value. Managers are missing tremendous opportunities if they are not aware which of their customers are truly profitable and which are not.<br /> <br />According to Larry Selden and Geoff Colvin, there is a way to fix this problem: manage your business not as a collection of products and services but as a customer portfolio. Selden and Colvin show readers how to analyze customer data to understand how you can get the most out of your most critical customer segments. The authors reveal how some companies (such as Best Buy and Fidelity Investments) have already moved in this direction, and what customer-centric strategies are likely to become widespread in the coming years.For corporate leaders, middle managers, or small business owners, this book offers a breakthrough plan to delight their best customers and drive shareowner value."
968,"The Da Vinci Code (Robert Langdon, #2)",0307277674,9780307277671,"<b>An ingenious code hidden in the works of Leonardo da Vinci.<br /><br />A desperate race through the cathedrals and castles of Europe.<br /><br />An astonishing truth concealed for centuries . . . unveiled at last.</b><br /><br />While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.<br /><br />Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever."
969,"The Da Vinci Code (Robert Langdon, #2)",076792603X,9780767926034,"While in Paris on business, Harvard symbologist Robert Langdon receives an urgent late-night phone call: the elderly curator of the Louvre has been murdered inside the museum. Near the body, police have found a baffling cipher. While working to solve the enigmatic riddle, Langdon is stunned to discover it leads to a trail of clues hidden in the works of Da Vinci -- clues visible for all to see -- yet ingeniously disguised by the painter.<br /><br />Langdon joins forces with a gifted French cryptologist, Sophie Neveu, and learns the late curator was involved in the Priory of Sion -- an actual secret society whose members included Sir Isaac Newton, Botticelli, Victor Hugo, and Da Vinci, among others. <br /><br />In a breathless race through Paris, London, and beyond, Langdon and Neveu match wits with a faceless power broker who seems to anticipate their every move. Unless Langdon and Neveu can decipher the labyrinthine puzzle in time, the Priory's ancient secret -- and an explosive historical truth -- will be lost forever.<br /><br /><i>The Da Vinci Code</i> heralds the arrival of a new breed of lightening-paced, intelligent thriller…utterly unpredictable right up to its stunning conclusion."
970,Fodor's Guide to The Da Vinci Code: On the Trail of the Bestselling Novel,140001672X,9781400016723,"This guide to the best-selling novel gives you fresh insight into the <i>Da Vinci Code</i> phenomenon. Following the path of the novel's characters, <i>Fodor's Guide to The Da Vinci Code</i> delves into the locations, people, historic events, and symbols involved in the story.<br /><br />Inside you'll find answers to questions such as: Do cryptexes really exist? Is there a secret chamber below Rosslyn Chapel? And what did conservators discover when they restored Leonardo's <i>The Last Supper</i>? Interviews, maps, and smart lively essays from experts in their fields reveal the eye-opening true tales behind the mystery. <br /><br />Plus<br />• Compelling interviews and essays from experts in their fields<br />• Detailed maps and floor plans<br />• BONUS! An exclusive travel sections of <i>Da Vinci Code</i>-related places to eat, stay and see in Paris, London, Rome, and Roslin, Scotland"
971,The Truth Behind the Da Vinci Code: A Challenging Response to the Bestselling Novel,0736914390,9780736914390,"Nationally recognized researcher Richard Abanes, author of Harry Potter and the Bible, looks at three of the most fascinating people in history: Jesus Christ, Mary Magdalene, and Leonardo Da Vinci. Based on his extensive research, Abanes explores the answers to many of the questions that Dan Brown's fictional thriller, The Da Vinci Code, raises: Are Da Vinci's paintings really full of clues about an alternative religion? Were Jesus and Mary Magdalene married? Has the church suppressed the truth about the Lost Gospels? What is the real nature of the Holy Grail? Join Richard Abanes as he ""de-codes"" one of the most controversial novels of our time and goes behind the scenes to separate fact from fiction."
972,"Da Vinci Code (Robert Langdon, #2)",2266144340,9782266144346,"Enfermé dans la Grande Galerie du Louvre, Jacques Saunière n'a plus que quelques instants à vivre.<br />Blessé mortellement, le conservateur en chef va emporter son secret avec lui. Il lui reste cependant un mince espoir de ne pas briser cette chaîne ininterrompue depuis des siècles. Mais il lui faut agir vite. Une seule personne au monde peut prendre la relève, décrypter le code et être traquée à son tour..."
974,The Da Vinci Code: Fact or Fiction?,1414302797,9781414302799,"People are talking. ""The DaVinci Code"" has been on the ""New York Times"" best-seller list for almost a year and is raising a variety of responses from Christians and non-Christians alike. Some are outraged and upset by the claims of Dan Brown, while others are left utterly confused and don't know what to believe. ""The DaVinci Code: Fact or Fiction?"" shatters the myths of the book while showing the reliability of Scripture, the divinity of Christ, as well as the historical facts for the Priory of Zion and the Knight's Templar. This is the only hands-on, accessible reference guide. ""The DaVinci Code: Fact or Fiction?"" even helps you turn debate about the book into an evangelistic opportunity."
